origin,ground_truth,latency,hops
RIPE,TW,243.032,16.25
RIPE,TW,241.1775,14.75
RIPE,TW,257.44275,15.0
RIPE,TW,272.46575,6.75
RIPE,TW,226.56825,13.25
RIPE,TW,249.3465,14.25
RIPE,TW,250.60175,14.0
RIPE,TW,225.9225,20.25
RIPE,TW,244.339,11.5
RIPE,TW,263.9865,13.25
RIPE,TW,224.7595,20.25
RIPE,TW,210.10625,16.75
RIPE,TW,33.60825,11.75
RIPE,TW,253.405,15.5
RIPE,TW,243.664,11.75
RIPE,TW,249.8715,14.25
RIPE,TW,221.3395,13.0
RIPE,TW,218.99775,17.0
RIPE,TW,246.58025,14.5
RIPE,TW,265.8585,6.25
RIPE,TW,253.7275,13.25
RIPE,TZ,191.89075,15.0
RIPE,TZ,190.94775,15.5
RIPE,UG,169.1735,14.75
RIPE,UG,166.20175,15.25
RIPE,UA,64.96175,13.0
RIPE,UA,91.20525,9.0
RIPE,UA,85.1355,8.25
RIPE,UA,59.48325,13.5
RIPE,UA,60.4395,21.5
RIPE,UA,72.36575,18.5
RIPE,UA,57.52575,12.5
RIPE,UA,69.452,16.75
RIPE,UA,67.55,11.5
RIPE,UA,69.91075,17.25
RIPE,UA,82.5715,16.25
RIPE,UA,76.5655,8.5
RIPE,UA,73.35275,11.25
RIPE,UA,74.65675,17.25
RIPE,UA,103.4395,9.75
RIPE,UA,56.08825,19.0
RIPE,UA,63.7815,12.75
RIPE,UA,64.621,13.0
RIPE,UA,71.486,16.75
RIPE,UA,74.188,18.75
RIPE,UA,109.10825,17.25
RIPE,UA,75.9755,21.25
RIPE,UA,90.05175,16.25
RIPE,UA,53.03275,18.25
RIPE,UA,69.5655,21.0
RIPE,UA,68.93225,12.25
RIPE,UY,228.72125,18.75
RIPE,UY,226.4305,14.75
RIPE,UY,272.40125,18.5
RIPE,UY,252.484,14.0
RIPE,UY,245.3865,18.25
RIPE,US,259.8925,11.25
RIPE,US,262.37525,18.0
RIPE,US,136.8305,14.25
RIPE,US,106.56525,12.25
RIPE,US,130.24825,19.25
RIPE,US,156.42425,5.0
RIPE,US,138.7315,16.25
RIPE,US,114.05875,10.0
RIPE,US,118.81575,15.5
RIPE,US,114.40225,16.75
RIPE,US,108.19025,16.5
RIPE,US,142.96,18.0
RIPE,US,127.94425,15.25
RIPE,US,109.00275,11.5
RIPE,US,106.6725,11.25
RIPE,US,125.307,20.0
RIPE,US,131.298,14.25
RIPE,US,104.3645,14.5
RIPE,US,104.692,15.5
RIPE,US,103.237,17.0
RIPE,US,148.3865,18.75
RIPE,US,128.75625,17.75
RIPE,US,125.1585,11.0
RIPE,US,140.82825,16.5
RIPE,US,130.885,9.0
RIPE,US,105.6155,17.25
RIPE,US,155.23875,8.0
RIPE,US,105.44525,19.75
RIPE,US,99.357,18.0
RIPE,US,149.69575,16.25
RIPE,US,149.55625,15.25
RIPE,US,155.873,11.75
RIPE,US,154.727,15.5
RIPE,US,173.91075,15.25
RIPE,US,180.48525,13.5
RIPE,US,172.2735,14.75
RIPE,US,374.418,16.25
RIPE,US,343.601,15.75
RIPE,US,289.30825,15.5
RIPE,US,425.75725,13.25
RIPE,US,315.2175,15.5
RIPE,US,350.31625,13.25
RIPE,US,226.67275,14.5
RIPE,US,260.7855,12.25
RIPE,US,155.329,16.0
RIPE,US,321.06175,17.5
RIPE,US,452.36775,14.25
RIPE,US,317.374,8.5
RIPE,US,405.5895,19.5
RIPE,US,389.84875,5.5
RIPE,US,353.89575,18.5
RIPE,US,365.2745,16.5
RIPE,US,207.9495,14.5
RIPE,US,155.6315,13.25
RIPE,US,381.67825,15.5
RIPE,US,305.35025,21.25
RIPE,US,316.2105,7.0
RIPE,US,166.52575,12.25
RIPE,US,163.577,11.75
RIPE,US,176.327,9.0
RIPE,US,231.26725,13.5
RIPE,US,266.138,10.75
RIPE,US,164.764,18.0
RIPE,US,162.29225,16.25
RIPE,US,186.95775,15.0
RIPE,US,197.84425,20.0
RIPE,US,216.19825,12.0
RIPE,US,170.969,11.75
RIPE,US,114.021,11.5
RIPE,US,121.6795,15.5
RIPE,US,133.915,12.5
RIPE,US,116.71325,21.0
RIPE,US,155.6775,12.25
RIPE,US,126.7755,15.25
RIPE,US,135.87175,14.75
RIPE,US,159.71425,12.0
RIPE,US,165.04025,12.75
RIPE,US,178.34225,19.25
RIPE,US,147.639,12.5
RIPE,US,240.325,12.0
RIPE,US,241.18275,7.25
RIPE,US,210.634,13.5
RIPE,US,200.623,13.75
RIPE,US,130.69,18.0
RIPE,US,166.99975,21.75
RIPE,US,98.35075,17.75
RIPE,US,120.397,14.5
RIPE,US,169.56925,14.25
RIPE,US,173.62625,9.5
RIPE,US,162.3795,13.0
RIPE,US,177.551,1.25
RIPE,US,164.16975,8.25
RIPE,US,160.58175,4.0
RIPE,US,104.48675,12.5
RIPE,US,89.45725,16.0
RIPE,US,118.378,13.0
RIPE,US,126.559,13.25
RIPE,US,152.419,16.0
RIPE,US,159.25125,12.5
RIPE,US,97.72225,21.25
RIPE,US,112.4055,15.25
RIPE,US,255.2905,18.25
RIPE,US,97.645,18.5
RIPE,US,102.3905,18.25
RIPE,US,106.219,15.5
RIPE,US,132.2875,13.5
RIPE,US,172.7295,2.25
RIPE,US,183.716,9.5
RIPE,US,125.09275,15.0
RIPE,US,124.573,15.0
RIPE,US,106.927,12.5
RIPE,US,165.64475,11.0
RIPE,US,117.167,16.0
RIPE,US,158.773,15.0
RIPE,US,158.04925,11.5
RIPE,US,173.13575,16.25
RIPE,US,163.482,15.0
RIPE,US,156.5965,11.5
RIPE,US,159.64,14.25
RIPE,US,187.45475,13.25
RIPE,US,148.33575,13.75
RIPE,US,110.8085,19.0
RIPE,US,127.5695,18.25
RIPE,US,98.033,16.25
RIPE,US,150.958,10.0
RIPE,US,158.4905,18.25
RIPE,US,168.237,15.0
RIPE,US,171.023,12.5
RIPE,US,136.961,11.5
RIPE,US,132.15225,9.25
RIPE,US,136.01525,9.5
RIPE,US,93.5105,14.5
RIPE,US,125.13025,13.5
RIPE,US,103.3165,13.25
RIPE,US,101.2955,15.25
RIPE,US,100.507,17.75
RIPE,US,95.11825,17.5
RIPE,US,168.22525,11.0
RIPE,US,105.66425,8.75
RIPE,US,101.71,15.75
RIPE,US,98.3075,22.0
RIPE,US,125.65775,18.5
RIPE,US,123.59275,16.0
RIPE,US,105.46825,20.0
RIPE,US,118.3345,12.25
RIPE,US,104.94925,18.25
RIPE,US,115.719,18.75
RIPE,US,156.477,14.25
RIPE,US,157.71925,8.5
RIPE,US,165.8115,13.0
RIPE,US,161.213,18.5
RIPE,US,289.00675,11.25
RIPE,US,135.9765,12.25
RIPE,US,147.5305,9.75
RIPE,US,168.8875,12.5
RIPE,US,121.1935,11.0
RIPE,US,389.38625,16.25
RIPE,US,199.682,15.5
RIPE,US,338.85575,13.75
RIPE,US,328.2385,15.75
RIPE,US,386.4775,1.25
RIPE,US,198.40975,8.25
RIPE,US,309.04175,14.25
RIPE,US,112.355,12.75
RIPE,US,242.53075,15.75
RIPE,US,221.60625,21.5
RIPE,US,282.202,11.25
RIPE,US,167.82275,9.25
RIPE,US,180.804,15.0
RIPE,US,125.04,11.25
RIPE,US,127.0525,15.25
RIPE,US,139.46275,12.5
RIPE,US,96.539,14.25
RIPE,US,167.0165,12.75
RIPE,US,152.1505,8.5
RIPE,US,96.0395,14.75
RIPE,US,148.6415,15.75
RIPE,US,129.1175,13.5
RIPE,US,101.24025,21.5
RIPE,US,168.677,12.0
RIPE,US,103.60225,8.5
RIPE,US,104.91075,14.25
RIPE,US,167.57475,20.0
RIPE,US,150.06375,16.0
RIPE,US,150.19075,15.5
RIPE,US,150.702,15.75
RIPE,US,145.94275,12.25
RIPE,US,154.39375,15.25
RIPE,US,95.73125,18.25
RIPE,US,123.08075,14.25
RIPE,US,161.7505,13.25
RIPE,US,124.82125,20.0
RIPE,US,162.88325,13.25
RIPE,US,267.98825,11.25
RIPE,US,130.94275,7.25
RIPE,US,122.9615,13.5
RIPE,US,96.44575,12.75
RIPE,US,151.27925,16.0
RIPE,US,101.90875,17.5
RIPE,US,209.7445,1.5
RIPE,US,98.34025,18.5
RIPE,US,164.7055,18.5
RIPE,US,171.8605,13.5
RIPE,US,102.20125,16.5
RIPE,US,133.419,18.25
RIPE,US,169.33275,15.75
RIPE,US,173.61975,2.25
RIPE,US,132.7685,18.0
RIPE,US,279.83075,5.5
RIPE,US,229.33425,13.25
RIPE,US,289.9405,19.75
RIPE,US,303.54,19.75
RIPE,US,226.5305,11.0
RIPE,US,148.66925,13.5
RIPE,US,285.78425,4.25
RIPE,US,208.98775,14.75
RIPE,US,187.8305,16.25
RIPE,US,207.99475,9.5
RIPE,US,232.7605,20.25
RIPE,US,245.13825,9.75
RIPE,US,214.728,12.5
RIPE,US,233.847,13.25
RIPE,US,319.294,14.25
RIPE,US,243.48775,11.5
RIPE,US,150.341,1.0
RIPE,US,229.803,1.25
RIPE,US,181.64775,14.0
RIPE,US,325.30525,13.0
RIPE,US,221.22175,16.5
RIPE,US,168.57675,13.25
RIPE,US,150.437,16.5
RIPE,US,142.77425,15.5
RIPE,US,143.72575,15.75
RIPE,US,206.30875,17.0
RIPE,US,158.281,15.25
RIPE,US,226.92375,18.25
RIPE,US,165.0675,12.75
RIPE,US,302.81725,9.0
RIPE,US,254.93325,15.0
RIPE,US,172.2075,15.5
RIPE,US,214.1975,13.75
RIPE,US,95.0405,17.5
RIPE,US,116.51925,16.75
RIPE,US,137.40725,16.0
RIPE,US,115.74725,11.25
RIPE,US,115.713,15.0
RIPE,US,139.20475,14.0
RIPE,US,155.42325,13.5
RIPE,US,115.7235,16.25
RIPE,US,209.24975,6.25
RIPE,US,115.9125,13.25
RIPE,US,154.8845,16.5
RIPE,US,105.53425,17.5
RIPE,US,120.643,16.25
RIPE,US,179.231,11.25
RIPE,US,153.03,16.0
RIPE,US,147.32875,18.25
RIPE,US,169.6375,9.0
RIPE,US,108.60625,21.75
RIPE,US,153.7365,10.0
RIPE,US,165.403,12.25
RIPE,US,151.60825,16.25
RIPE,US,130.17775,19.75
RIPE,US,133.9125,11.5
RIPE,US,134.30125,16.25
RIPE,US,118.1585,12.25
RIPE,US,158.14325,12.75
RIPE,US,153.93225,11.25
RIPE,US,156.615,12.25
RIPE,US,107.35025,14.5
RIPE,US,249.42525,18.0
RIPE,US,97.433,15.0
RIPE,US,94.65725,16.25
RIPE,US,118.23375,12.75
RIPE,US,280.412,18.0
RIPE,US,132.33575,10.0
RIPE,US,118.562,19.25
RIPE,US,111.759,14.25
RIPE,US,89.078,17.0
RIPE,US,106.19475,15.5
RIPE,US,158.517,7.25
RIPE,US,152.63025,15.0
RIPE,US,158.45625,10.25
RIPE,US,147.68925,15.0
RIPE,US,123.50875,21.25
RIPE,US,150.89525,12.5
RIPE,US,111.62425,19.5
RIPE,US,147.703,15.5
RIPE,US,128.447,17.75
RIPE,VE,172.587,11.25
RIPE,VE,156.81175,11.5
RIPE,VE,183.48025,6.5
RIPE,VE,156.89975,8.25
RIPE,VE,151.85525,11.25
RIPE,VE,145.74075,13.5
RIPE,VE,159.434,8.25
RIPE,VE,160.0535,9.25
RIPE,VE,157.2535,17.25
RIPE,VE,157.96075,9.0
RIPE,VE,144.1495,13.25
RIPE,VE,157.11775,8.25
RIPE,VE,159.439,8.25
RIPE,VE,180.27025,6.75
RIPE,VE,148.39775,17.25
RIPE,VE,204.8345,11.25
RIPE,VE,167.6325,11.5
RIPE,VE,148.8175,11.0
RIPE,VN,197.55475,16.25
RIPE,VN,216.24225,10.25
RIPE,VN,201.649,16.5
RIPE,VN,218.50375,10.25
RIPE,ZA,160.331,16.0
RIPE,ZA,220.56225,17.25
RIPE,ZA,158.8025,17.25
RIPE,ZA,165.7095,17.0
RIPE,ZA,163.8975,17.5
RIPE,ZA,192.41175,17.25
RIPE,ZA,160.64625,15.25
RIPE,ZA,186.154,14.75
RIPE,ZA,199.6855,17.25
RIPE,ZA,198.5995,20.5
RIPE,ZA,202.417,10.25
RIPE,ZA,199.65825,19.25
RIPE,ZA,192.9585,16.75
RIPE,ZA,193.22575,15.0
RIPE,ZA,194.7695,17.25
RIPE,ZA,184.62825,18.25
RIPE,ZA,194.067,16.75
RIPE,ZA,200.9125,20.5
RIPE,ZA,197.12875,14.75
RIPE,ZA,191.4405,17.5
RIPE,ZA,196.94325,9.75
RIPE,ZA,190.32775,19.25
RIPE,ZA,169.181,17.25
RIPE,ZA,201.4375,17.5
RIPE,ZA,192.02225,14.25
RIPE,ZA,170.596,18.0
RIPE,ZA,164.0415,17.5
RIPE,ZA,172.2115,15.25
RIPE,ZA,166.79425,17.75
RIPE,ZA,160.0905,16.5
RIPE,ZA,192.32925,17.25
Mullvad,AL,59.0305,1.0
Mullvad,AL,59.9845,1.0
Mullvad,AR,228.6495,1.0
Mullvad,AR,225.76,1.5
Mullvad,AT,47.44525,1.25
Mullvad,AT,41.38225,1.5
Mullvad,AT,43.697,1.25
Mullvad,AT,41.388,1.0
Mullvad,AT,42.42475,1.25
Mullvad,AU,254.20675,1.25
Mullvad,AU,258.7325,1.5
Mullvad,AU,252.79725,1.25
Mullvad,AU,293.169,1.0
Mullvad,AU,285.32825,1.25
Mullvad,AU,281.154,1.25
Mullvad,AU,263.4165,1.25
Mullvad,AU,260.467,1.0
Mullvad,AU,265.84925,1.25
Mullvad,AU,245.701,1.25
Mullvad,AU,224.46,1.25
Mullvad,AU,277.51675,19.5
Mullvad,AU,285.641,1.5
Mullvad,AU,284.29625,1.0
Mullvad,AU,290.21825,1.0
Mullvad,AU,269.0595,1.25
Mullvad,AU,264.18475,1.0
Mullvad,AU,260.61075,1.25
Mullvad,AU,265.09025,1.0
Mullvad,AU,297.96625,1.0
Mullvad,AU,277.687,1.25
Mullvad,AU,293.897,1.0
Mullvad,AU,284.38175,1.0
Mullvad,BE,29.52825,1.0
Mullvad,BE,28.17575,1.25
Mullvad,BE,29.3725,1.25
Mullvad,BG,58.251,1.25
Mullvad,BG,58.8925,1.25
Mullvad,BR,168.45975,1.0
Mullvad,BR,161.00325,1.5
Mullvad,BR,198.386,1.25
Mullvad,BR,197.94125,1.0
Mullvad,BR,209.3375,1.25
Mullvad,BR,212.48075,1.5
Mullvad,BR,237.22875,1.25
Mullvad,CA,114.47525,1.0
Mullvad,CA,95.33025,1.0
Mullvad,CA,94.92725,1.25
Mullvad,CA,97.72225,1.25
Mullvad,CA,171.85725,1.0
Mullvad,CA,93.87625,1.25
Mullvad,CA,112.488,1.0
Mullvad,CA,112.296,1.0
Mullvad,CA,98.60525,1.0
Mullvad,CA,95.6995,1.0
Mullvad,CA,95.35125,1.5
Mullvad,CA,97.42825,1.25
Mullvad,CA,95.08675,1.25
Mullvad,CA,93.7265,1.25
Mullvad,CA,100.61875,1.25
Mullvad,CA,97.93975,1.0
Mullvad,CA,106.64625,1.25
Mullvad,CA,107.974,1.0
Mullvad,CA,98.91325,1.5
Mullvad,CA,103.87575,1.25
Mullvad,CA,129.699,1.0
Mullvad,CA,97.58375,1.0
Mullvad,CA,99.469,1.0
Mullvad,CA,144.447,1.0
Mullvad,CA,143.75525,1.25
Mullvad,CA,153.53275,1.25
Mullvad,CA,168.0385,1.25
Mullvad,CA,151.0,1.25
Mullvad,CA,153.41,1.0
Mullvad,CH,36.16925,1.5
Mullvad,CH,33.416,1.0
Mullvad,CH,36.881,1.25
Mullvad,CH,36.73575,1.25
Mullvad,CH,38.54825,1.0
Mullvad,CH,40.5425,1.25
Mullvad,CH,44.5685,1.25
Mullvad,CH,43.49875,1.0
Mullvad,CH,44.41925,1.0
Mullvad,CH,38.8585,1.75
Mullvad,CH,38.76875,1.0
Mullvad,CH,42.19175,1.0
Mullvad,CH,42.76525,1.0
Mullvad,CH,41.11525,1.5
Mullvad,CL,201.253,1.0
Mullvad,CL,198.902,1.25
Mullvad,CO,174.4065,1.5
Mullvad,CO,199.194,1.25
Mullvad,CY,99.90975,1.0
Mullvad,CY,74.98725,1.25
Mullvad,CZ,45.39475,1.75
Mullvad,CZ,43.42225,1.0
Mullvad,CZ,42.95575,1.0
Mullvad,CZ,44.313,1.0
Mullvad,DE,39.66025,1.25
Mullvad,DE,38.39775,1.5
Mullvad,DE,38.57175,1.0
Mullvad,DE,38.58925,1.5
Mullvad,DE,36.5305,1.25
Mullvad,DE,38.5305,1.0
Mullvad,DE,39.8765,1.25
Mullvad,DE,38.11675,1.0
Mullvad,DE,38.99875,1.0
Mullvad,DE,37.68775,1.5
Mullvad,DE,40.45625,1.0
Mullvad,DE,29.29425,1.5
Mullvad,DE,28.3295,1.0
Mullvad,DE,28.2795,1.5
Mullvad,DE,27.94325,1.0
Mullvad,DE,32.6215,1.0
Mullvad,DE,26.616,1.25
Mullvad,DE,28.809,1.25
Mullvad,DE,29.28225,1.25
Mullvad,DE,29.06325,1.0
Mullvad,DE,33.197,1.0
Mullvad,DE,33.86325,1.5
Mullvad,DE,35.956,1.0
Mullvad,DE,35.56275,1.25
Mullvad,DE,36.82275,1.0
Mullvad,DE,37.1585,1.0
Mullvad,DE,35.4775,1.0
Mullvad,DE,30.752,1.5
Mullvad,DE,30.789,1.0
Mullvad,DE,31.30225,1.25
Mullvad,DK,34.719,1.0
Mullvad,DK,34.8035,1.25
Mullvad,DK,38.7305,1.0
Mullvad,DK,38.0465,1.0
Mullvad,DK,37.836,1.0
Mullvad,DK,36.16425,1.75
Mullvad,EE,59.5895,1.25
Mullvad,EE,51.16575,1.0
Mullvad,EE,48.78025,1.25
Mullvad,ES,59.32575,1.0
Mullvad,ES,49.3085,1.25
Mullvad,ES,46.021,1.25
Mullvad,ES,50.5915,1.25
Mullvad,ES,40.2515,1.0
Mullvad,ES,40.1385,1.25
Mullvad,ES,40.87775,1.0
Mullvad,ES,42.4195,1.0
Mullvad,ES,54.3225,1.0
Mullvad,ES,49.1655,1.25
Mullvad,FI,52.4315,1.5
Mullvad,FI,53.01625,1.0
Mullvad,FI,49.70275,1.0
Mullvad,FI,48.68725,1.25
Mullvad,FI,53.79825,1.5
Mullvad,FI,52.39375,1.25
Mullvad,FI,51.54825,1.0
Mullvad,FI,50.65825,1.0
Mullvad,FI,66.08325,1.5
Mullvad,FI,54.48975,1.0
Mullvad,FR,35.83875,1.0
Mullvad,FR,32.362,1.75
Mullvad,FR,38.98725,1.0
Mullvad,FR,37.98025,1.0
Mullvad,FR,26.99875,1.25
Mullvad,FR,26.567,1.5
Mullvad,FR,30.3025,1.0
Mullvad,FR,24.61825,1.5
Mullvad,FR,27.2505,1.0
Mullvad,FR,46.79875,1.0
Mullvad,FR,25.35575,1.0
Mullvad,FR,25.29675,1.0
Mullvad,FR,24.7475,1.25
Mullvad,FR,29.72075,1.0
Mullvad,FR,28.06475,1.0
Mullvad,GB,26.99425,1.25
Mullvad,GB,26.91425,1.0
Mullvad,GB,18.12425,1.75
Mullvad,GB,18.55725,1.25
Mullvad,GB,21.88775,1.0
Mullvad,GB,20.808,1.25
Mullvad,GB,19.40725,1.5
Mullvad,GB,21.342,1.0
Mullvad,GB,23.26925,1.0
Mullvad,GB,19.0545,1.0
Mullvad,GB,21.87125,1.0
Mullvad,GB,19.494,1.25
Mullvad,GB,19.11225,1.0
Mullvad,GB,21.45975,1.0
Mullvad,GB,22.351,1.0
Mullvad,GB,24.0275,1.25
Mullvad,GB,27.10675,1.0
Mullvad,GB,12.37675,1.5
Mullvad,GB,14.7815,1.25
Mullvad,GR,71.82075,1.0
Mullvad,GR,70.4125,1.25
Mullvad,HK,208.9675,1.25
Mullvad,HK,228.62275,1.5
Mullvad,HK,218.24825,1.0
Mullvad,HK,222.70925,1.0
Mullvad,HR,50.48325,1.25
Mullvad,HR,48.658,1.5
Mullvad,HU,53.2635,1.25
Mullvad,HU,55.1025,1.0
Mullvad,HU,50.94925,1.0
Mullvad,HU,51.94125,1.25
Mullvad,ID,194.347,1.75
Mullvad,ID,193.556,1.25
Mullvad,IE,29.4415,1.0
Mullvad,IE,31.3685,1.25
Mullvad,IE,32.06325,1.0
Mullvad,IL,73.8215,1.0
Mullvad,IL,75.6255,1.25
Mullvad,IL,75.78075,1.0
Mullvad,IT,46.7255,1.5
Mullvad,IT,54.466,1.5
Mullvad,IT,59.74675,1.0
Mullvad,IT,106.9545,1.0
Mullvad,IT,52.80625,1.25
Mullvad,IT,72.5315,1.25
Mullvad,IT,85.8685,1.25
Mullvad,JP,294.1815,1.0
Mullvad,JP,285.0995,1.0
Mullvad,JP,294.3515,1.25
Mullvad,JP,293.9285,1.25
Mullvad,JP,297.89775,1.25
Mullvad,JP,278.4245,1.0
Mullvad,JP,264.77675,1.0
Mullvad,JP,257.06475,1.25
Mullvad,JP,252.25775,1.0
Mullvad,MX,145.288,1.25
Mullvad,MX,164.2385,1.0
Mullvad,MX,157.06375,1.0
Mullvad,MX,148.22625,1.5
Mullvad,MY,265.16,1.0
Mullvad,MY,202.373,1.5
Mullvad,NG,122.69225,1.0
Mullvad,NG,123.4355,1.0
Mullvad,NL,32.49475,1.0
Mullvad,NL,27.118,1.5
Mullvad,NL,27.38875,1.25
Mullvad,NL,28.44975,1.0
Mullvad,NL,30.44775,1.0
Mullvad,NL,27.5845,1.25
Mullvad,NL,26.5735,1.5
Mullvad,NL,25.84475,1.25
Mullvad,NL,26.1575,1.25
Mullvad,NL,26.8025,1.25
Mullvad,NL,26.30725,1.5
Mullvad,NL,31.59925,1.0
Mullvad,NL,27.45475,1.0
Mullvad,NL,31.56275,1.5
Mullvad,NO,43.35275,1.0
Mullvad,NO,46.9955,1.0
Mullvad,NO,44.21875,1.0
Mullvad,NO,45.55075,1.25
Mullvad,NO,51.7745,1.0
Mullvad,NO,48.03075,1.0
Mullvad,NO,53.83425,1.25
Mullvad,NO,66.79775,1.0
Mullvad,NO,49.12325,1.75
Mullvad,NZ,299.1265,1.25
Mullvad,NZ,299.75025,1.0
Mullvad,NZ,304.71275,1.0
Mullvad,PE,182.16375,1.0
Mullvad,PE,188.04525,1.0
Mullvad,PH,238.878,1.0
Mullvad,PH,235.7995,1.0
Mullvad,PL,69.898,1.25
Mullvad,PL,49.9725,1.25
Mullvad,PL,55.50075,1.25
Mullvad,PL,67.914,1.25
Mullvad,PL,76.9285,1.0
Mullvad,PT,63.96425,1.25
Mullvad,PT,61.239,1.0
Mullvad,PT,60.03675,1.25
Mullvad,PT,57.459,1.0
Mullvad,RO,73.08775,1.5
Mullvad,RO,65.43825,1.5
Mullvad,RS,52.3605,1.25
Mullvad,RS,54.3095,1.5
Mullvad,SE,42.447,1.0
Mullvad,SE,47.63025,1.25
Mullvad,SE,42.63225,1.25
Mullvad,SE,43.892,1.5
Mullvad,SE,42.6455,1.0
Mullvad,SE,45.17425,1.0
Mullvad,SE,45.1135,1.0
Mullvad,SE,44.5855,1.0
Mullvad,SE,37.11,1.25
Mullvad,SE,37.19425,1.0
Mullvad,SE,40.7645,1.0
Mullvad,SE,37.5585,1.25
Mullvad,SE,37.13175,1.5
Mullvad,SE,36.334,1.25
Mullvad,SE,43.55225,1.5
Mullvad,SE,40.3595,1.0
Mullvad,SE,39.237,1.25
Mullvad,SE,38.47925,1.0
Mullvad,SE,37.99,1.25
Mullvad,SE,49.04925,1.0
Mullvad,SE,46.95,1.0
Mullvad,SE,48.85775,1.25
Mullvad,SE,49.24825,1.0
Mullvad,SE,46.37275,1.25
Mullvad,SE,45.523,1.0
Mullvad,SE,45.36625,1.5
Mullvad,SE,46.43375,1.25
Mullvad,SE,47.3135,1.0
Mullvad,SE,46.21775,1.5
Mullvad,SE,46.976,1.0
Mullvad,SE,48.334,1.0
Mullvad,SE,48.0835,1.5
Mullvad,SE,50.41125,1.0
Mullvad,SE,52.749,1.0
Mullvad,SE,48.027,1.0
Mullvad,SE,50.0365,1.5
Mullvad,SG,185.57575,1.25
Mullvad,SG,185.692,1.25
Mullvad,SG,184.20575,1.0
Mullvad,SG,222.707,1.25
Mullvad,SG,222.22125,1.25
Mullvad,SI,53.28975,1.0
Mullvad,SI,53.51725,1.25
Mullvad,SK,55.77075,1.0
Mullvad,SK,56.99975,1.0
Mullvad,TH,205.3505,1.5
Mullvad,TH,202.44025,1.0
Mullvad,TR,71.80625,1.0
Mullvad,TR,74.38925,1.0
Mullvad,UA,64.05,1.0
Mullvad,UA,65.3175,1.25
Mullvad,US,110.26725,1.25
Mullvad,US,110.439,1.25
Mullvad,US,107.9555,1.0
Mullvad,US,110.11525,1.25
Mullvad,US,111.884,1.0
Mullvad,US,107.38375,1.0
Mullvad,US,111.5465,1.5
Mullvad,US,215.0375,1.25
Mullvad,US,268.22875,1.25
Mullvad,US,327.475,1.0
Mullvad,US,243.00825,1.0
Mullvad,US,215.03675,1.25
Mullvad,US,338.87875,1.0
Mullvad,US,210.94,1.0
Mullvad,US,257.6905,1.25
Mullvad,US,126.355,1.25
Mullvad,US,144.024,1.5
Mullvad,US,197.468,1.0
Mullvad,US,291.00725,1.5
Mullvad,US,278.63525,1.0
Mullvad,US,343.77475,1.25
Mullvad,US,324.683,1.75
Mullvad,US,307.3985,1.25
Mullvad,US,245.89875,1.0
Mullvad,US,302.00875,1.0
Mullvad,US,215.35625,1.25
Mullvad,US,282.271,1.0
Mullvad,US,202.20575,1.0
Mullvad,US,216.77175,1.0
Mullvad,US,192.71075,1.25
Mullvad,US,422.27675,1.25
Mullvad,US,485.8755,1.0
Mullvad,US,110.37975,1.0
Mullvad,US,199.18775,1.5
Mullvad,US,340.9495,1.0
Mullvad,US,246.5715,1.25
Mullvad,US,388.5595,1.0
Mullvad,US,468.7475,1.25
Mullvad,US,232.986,1.0
Mullvad,US,276.928,1.25
Mullvad,US,278.041,1.0
Mullvad,US,222.42175,1.5
Mullvad,US,137.939,1.5
Mullvad,US,142.00775,1.25
Mullvad,US,261.999,1.75
Mullvad,US,187.289,1.25
Mullvad,US,168.86125,1.5
Mullvad,US,119.235,1.0
Mullvad,US,127.7325,1.0
Mullvad,US,165.53475,1.0
Mullvad,US,287.819,1.0
Mullvad,US,174.91725,1.25
Mullvad,US,169.82625,1.0
Mullvad,US,133.64725,1.0
Mullvad,US,136.1265,1.5
Mullvad,US,133.722,1.25
Mullvad,US,171.5335,1.0
Mullvad,US,159.98075,1.0
Mullvad,US,127.77725,1.0
Mullvad,US,120.6235,1.5
Mullvad,US,123.21675,1.0
Mullvad,US,121.728,1.25
Mullvad,US,156.6095,1.25
Mullvad,US,157.059,1.25
Mullvad,US,156.3835,1.0
Mullvad,US,156.086,1.25
Mullvad,US,155.728,1.0
Mullvad,US,156.281,1.0
Mullvad,US,154.03975,1.75
Mullvad,US,158.7235,1.25
Mullvad,US,159.52675,1.0
Mullvad,US,155.735,1.75
Mullvad,US,156.59425,1.0
Mullvad,US,156.06625,1.25
Mullvad,US,154.715,1.0
Mullvad,US,157.8185,1.0
Mullvad,US,155.9755,1.5
Mullvad,US,159.2625,1.0
Mullvad,US,155.78525,1.25
Mullvad,US,160.82925,1.25
Mullvad,US,162.805,1.25
Mullvad,US,160.59125,1.0
Mullvad,US,154.32125,1.5
Mullvad,US,152.055,1.0
Mullvad,US,157.5575,1.0
Mullvad,US,158.386,1.25
Mullvad,US,155.56725,1.0
Mullvad,US,164.58175,1.0
Mullvad,US,166.1785,1.0
Mullvad,US,164.82775,1.25
Mullvad,US,151.92625,1.0
Mullvad,US,152.4155,1.0
Mullvad,US,162.17625,1.75
Mullvad,US,132.7875,1.75
Mullvad,US,139.7115,1.5
Mullvad,US,144.89075,1.5
Mullvad,US,123.057,1.25
Mullvad,US,129.87875,1.0
Mullvad,US,128.86175,1.25
Mullvad,US,119.96275,1.5
Mullvad,US,117.34475,1.25
Mullvad,US,117.04875,1.0
Mullvad,US,119.002,1.0
